,timestamp,x,y
0,1699277134.2822976,1809.2727272727273,116.67857142857143
1,1699277134.4246693,1712.3863636363637,212.98660714285714
2,1699277134.4449797,1624.8835227272727,298.2204241071429
3,1699277134.4675796,1549.954900568182,369.9071568080358
4,1699277134.48587,1482.210537997159,436.00804792131703
5,1699277134.5047956,1436.5705843838778,483.7213276454381
6,1699277134.52519,1400.9992613358932,524.5061616897583
7,1699277134.5455935,1379.1470809416337,554.4071771928243
8,1699277134.5721185,1368.208241278475,574.7848514722926
9,1699277134.6059458,1366.2731202095747,590.686745038256
10,1699277134.647555,1369.4889801833779,607.0116161941884
11,1699277134.6817362,1381.5755849331829,621.778021312772
12,1699277134.7046337,1391.0604549983532,626.0200543629612
13,1699277134.737885,1406.9960799417408,629.7318332818768
14,1699277134.7781203,1422.030660858114,639.2474969787851
15,1699277134.8028808,1436.8222827963045,645.6451312850083
16,1699277134.8471391,1454.6740429013119,654.1359184458108
17,1699277134.8804395,1479.5670602659206,658.1903572115131
18,1699277134.9140687,1508.9848140963168,663.6665625600739
19,1699277134.9475656,1539.08898506155,673.2796708114932
20,1699277134.9819412,1571.9755892015835,696.1554262457709
21,1699277135.003093,1601.2968223695675,715.6895693936209
22,1699277135.0382624,1628.0438104824625,736.6390875051326
23,1699277135.0732257,1655.2656068994274,752.0770587098482
24,1699277135.1110902,1679.0846787642718,759.3174263711171
25,1699277135.147142,1699.3809121005559,768.5456052175846
26,1699277135.1800458,1716.0492071788954,776.6202617082437
27,1699277135.2039435,1727.3612380997154,780.7927289947132
28,1699277135.2452366,1733.9865378827055,786.8543521560883
29,1699277135.2794461,1732.1473115564581,801.8011295651487
30,1699277135.3153868,1722.9016248846283,818.2545597980766
31,1699277135.348155,1701.7207399558679,829.7584541090313
32,1699277135.3817503,1671.1874656432026,842.7172187739739
33,1699277135.4116058,1628.107214255984,850.6811378557985
34,1699277135.437765,1559.3210852012587,861.9888527666808
35,1699277135.4693635,1470.769585914738,879.5973890279886
36,1699277135.502907,1369.287024039032,902.2370011137757
37,1699277135.5446694,1261.3988733068802,924.4573759745538
38,1699277135.5734048,1151.1785595980657,943.9002039777346
39,1699277135.611308,1048.1903305573983,960.9126784805178
40,1699277135.638792,954.8029028740873,975.7985936704531
41,1699277135.6739304,879.0889036511901,988.8237694616464
42,1699277135.7010403,809.5664270584277,1000.2207982789406
43,1699277135.7408793,754.7342600397606,1010.193198494073
44,1699277135.779403,705.1197502620632,1018.9190486823139
45,1699277135.81355,662.7979632974871,1026.5541675970246
46,1699277135.8375473,626.3118542489376,1033.2348966473965
47,1699277135.8727846,599.8410542860022,1039.080534566472
48,1699277135.9116628,580.4972861366155,1044.1954677456629
49,1699277135.9478874,567.9351253695386,1048.671034277455
50,1699277135.982648,569.4886892438008,1052.587154992773
51,1699277136.0163963,570.8480576337802,1056.0137606186765
52,1699277136.039965,578.0375049750123,1057.5656119699133
53,1699277136.0713005,595.2373623076812,1041.0841961879598
54,1699277136.1115353,618.4690556555847,1012.1986716644649
55,1699277136.1376686,646.4331509713638,975.8345519921211
56,1699277136.1767304,671.9926434635797,929.0695187073917
57,1699277136.202308,692.720835757905,878.9894002975392
58,1699277136.2430959,711.4034585608943,823.5978681174896
59,1699277136.2715702,723.3871171498733,770.3088488885177
60,1699277136.3114,726.7819093243211,721.7523856345958
61,1699277136.3459988,719.9341706587809,684.0869088588428
62,1699277136.3709025,705.7605811446151,656.9153309657731
63,1699277136.4116387,681.3586903197202,638.4437717379086
64,1699277136.4476283,646.916126757028,621.3168716992415
65,1699277136.4699495,609.1425200033086,608.2594055939792
66,1699277136.508583,566.8178868210769,594.9055513233033
67,1699277136.5459085,530.8747418775331,582.2566431221761
68,1699277136.5712123,493.4244900519325,568.2959913033327
69,1699277136.6115658,466.1100651590773,559.4554209618447
70,1699277136.647175,444.9372161051017,554.6127790558998
71,1699277136.6701806,431.8655186374185,553.2683245310551
72,1699277136.7015092,423.700510625923,556.9133553932446
73,1699277136.7413614,425.28340134313726,561.5491859690891
74,1699277136.7694106,434.85024890251793,564.6412520086673
75,1699277136.8052506,448.67578597152146,561.078952650441
76,1699277136.847394,474.409494543263,553.1405121405644
77,1699277136.8709064,502.38103499808244,539.9265195515653
78,1699277136.9051528,535.0379510778675,515.346418893334
79,1699277136.9369843,571.7945708294978,489.01740224595295
80,1699277136.9752452,606.1384312939924,460.19379839378024
81,1699277137.0117555,646.5529455640615,428.705287880272
82,1699277137.0474958,690.0974637321901,395.367126895238
83,1699277137.0802953,744.0170989474846,366.19623603333326
84,1699277137.113664,802.105870669958,338.26099224345234
85,1699277137.147293,875.2971822907587,307.54979678444937
86,1699277137.1757016,952.9759435953229,275.8560721863932
87,1699277137.2027218,1037.3084961004529,247.1597774488083
88,1699277137.2381077,1129.6449340878962,216.2648052677073
89,1699277137.2783954,1224.6211355087275,189.23170460924388
90,1699277137.3119082,1311.5434935701364,165.57774153308839
91,1699277137.3478694,1387.6005568738694,144.88052384145234
92,1699277137.3801606,1454.1504872646358,126.7704583612708
93,1699277137.4026823,1512.3816763565565,110.92415106611195
94,1699277137.4475791,1563.3339668119868,97.05863218284796
95,1699277137.4802775,1607.9172209604885,84.92630315999196
96,1699277137.5013642,1646.9275683404273,74.31051526499297
97,1699277137.5515382,1681.061622297874,65.02170085686885
98,1699277137.5711155,1710.9289195106396,56.89398824976024
99,1699277137.6016426,1737.0628045718097,49.78223971854021
100,1699277137.647257,1759.9299540003335,47.41660261086554
101,1699277137.681423,1779.9387097502918,48.72167014165021
102,1699277137.711583,1797.4463710315054,48.41717565965822
103,1699277137.7445617,1812.7655746525672,52.007885845058084
104,1699277137.7813106,1826.1698778209964,57.56047154299725
105,1699277137.8146913,1837.8986430933717,63.383269742979735
106,1699277137.8496811,1848.1613127067003,66.06750388225012
107,1699277137.8718114,1857.1411486183626,66.48763732554029
108,1699277137.9040449,1864.9985050410673,70.23025408841919
109,1699277137.9478462,1871.873691910934,77.36218661308108
110,1699277137.9824636,1877.8894804220672,80.70977042930309
111,1699277138.012039,1883.1532953693088,87.49604912564021
112,1699277138.0397506,1887.7591334481451,94.88047155636376
113,1699277138.0792944,1891.7892417671271,103.75255546896115
114,1699277138.1147132,1895.315586546236,114.89062889248386
115,1699277138.1482313,1898.4011382279566,132.35072885235195
116,1699277138.1833935,1901.100995949462,149.0747448886651
117,1699277138.2163093,1896.3724623648702,171.90468749186766
118,1699277138.2378075,1873.1440863874432,200.55945869824134
119,1699277138.270743,1838.091984679922,231.90024064667546
120,1699277138.305023,1793.7850320494772,264.1448534229839
121,1699277138.3474283,1732.6528121342017,298.6267467451109
122,1699277138.3807178,1666.0712106174265,333.6198319734006
123,1699277138.414332,1594.1759456538844,369.5423529767255
124,1699277138.4387567,1520.3584979016944,404.83170171177767
125,1699277138.4732645,1448.1318674821644,437.1563104263769
126,1699277138.511677,1376.206293137803,466.88677162307977
127,1699277138.5476902,1308.362324677396,494.34735374162335
128,1699277138.5722563,1243.544306819994,515.4825059524919
129,1699277138.6035295,1177.0103593765857,533.9757641370019
130,1699277138.645995,1110.0658826363306,549.1930793341623
131,1699277138.6744106,1046.5803745795165,560.0975158459635
132,1699277138.7019234,981.2123732116225,566.7460406509323
133,1699277138.7477152,918.0153720147152,572.56349985528
134,1699277138.7811482,857.8089050583303,576.6894909447986
135,1699277138.8144119,803.4918828351299,579.3354474338416
136,1699277138.8485165,748.8735792989205,580.2042307903257
137,1699277138.8698483,698.9007455229191,584.8215590843921
138,1699277138.9064128,656.2654250598271,588.8617213417002
139,1699277138.9477286,615.6867923818941,595.7718633168448
140,1699277138.980481,580.7259433341574,601.8182375450964
141,1699277139.0119996,550.1352004173878,608.0731007091022
142,1699277139.0406098,522.2773912743053,609.6889631204645
143,1699277139.069208,498.44726281956264,614.9599855875492
144,1699277139.104877,479.23226405802643,619.5721302462484
145,1699277139.147685,461.3282310507732,621.6791853940388
146,1699277139.1809607,450.57129307851756,620.6300015054982
147,1699277139.203027,437.8862450800666,624.0512513173109
148,1699277139.2478704,430.0595553541493,623.1877020455041
149,1699277139.281939,422.1202927530626,620.021382146959
150,1699277139.315924,414.62798343165696,619.1794236643034
151,1699277139.3491423,408.07221277542703,617.9605671348369
152,1699277139.3806057,400.6995498148624,616.4119248144109
153,1699277139.4015183,398.06665154255006,612.6461484983238
154,1699277139.4388144,396.8537746451859,609.8332370788904
155,1699277139.4795117,394.1561437236287,606.8897967297435
156,1699277139.5149453,392.8866257581751,606.7250007099541
157,1699277139.548494,388.5030702656759,606.0986613354955
158,1699277139.5728123,391.75836830064827,606.5149000971301
159,1699277139.601554,392.4249358994309,606.8791090135602
160,1699277139.644814,392.46272800291126,610.5727918154366
161,1699277139.6802688,391.9503415480019,613.3226214099357
162,1699277139.7042322,392.5929124908653,614.2822937336937
163,1699277139.739737,396.4278893385981,615.6041498741248
164,1699277139.7811987,398.1471304440006,617.2429168541449
165,1699277139.806112,401.28783004759134,621.5696951045197
166,1699277139.8401928,407.8541240189152,620.0520546450261
167,1699277139.8793633,409.23599488018726,617.2776906715408
168,1699277139.907553,410.4451318838003,613.4036936233125
169,1699277139.9474347,410.41221767105253,613.3889462061127
170,1699277139.9806116,411.47432682580734,611.4474707874915
171,1699277140.0137951,412.4036723362178,608.3022512247694
172,1699277140.0480235,413.21684965782697,605.5501841073875
173,1699277140.0814006,416.6556525415076,601.6956968082497
174,1699277140.1149497,415.30096870109196,599.7694489929328
175,1699277140.1377575,415.20652943163736,597.1196964402448
176,1699277140.1797297,412.39662234359184,594.3190200994999
177,1699277140.2135355,411.5743172779157,591.8684283013481
178,1699277140.2396162,409.7638912545399,590.688446192251
179,1699277140.2780592,407.6343139386315,589.6559618467911
180,1699277140.3119912,408.49820651448454,586.8239666159423
181,1699277140.3478863,407.07229433653765,586.2745422175209
182,1699277140.381879,407.46098481719764,584.3473672974736
183,1699277140.41588,408.8919980786843,583.1432320995751
184,1699277140.444571,409.05322559157594,580.1610423728425
185,1699277140.4692848,407.5579360289926,580.4444835048087
186,1699277140.505362,408.4313758435503,580.2103516381361
187,1699277140.545652,408.1047265903792,578.5590576833691
188,1699277140.5705144,410.0007266756727,579.5248897586623
189,1699277140.612214,408.9324540230318,580.3699928245438
190,1699277140.6476402,406.36135181560735,581.1094580071901
191,1699277140.6695895,403.56618283865646,580.7922043277199
192,1699277140.7016902,403.30222816564265,582.443178786755
193,1699277140.7415762,400.34399509948275,582.441352866982
194,1699277140.7703903,400.48281389386557,583.4040409014664
195,1699277140.8107371,402.78609852076875,584.7285357887831
196,1699277140.847489,404.2560180238545,585.8874688151852
197,1699277140.870445,402.8149248617817,586.901535213287
198,1699277140.9012706,404.28124107224085,589.2352718830548
199,1699277140.9425237,403.38244957457437,591.2772914691016
200,1699277140.9798818,405.3232797413889,590.6533443211781
201,1699277141.0120068,408.6578697737152,592.5181048524594
202,1699277141.0476859,413.21199968836436,590.2926274601876
203,1699277141.0757296,418.2877724545915,589.3096204562356
204,1699277141.1033697,427.6381645341312,586.5209178992062
205,1699277141.1383097,435.8197576037285,581.1879460189483
206,1699277141.1722615,444.6150151759898,577.0037384808655
207,1699277141.205278,452.3108655517183,573.8246997421859
208,1699277141.2372687,461.2265528122989,567.6680408458412
209,1699277141.2735708,470.66414280167055,562.2809643115396
210,1699277141.3025525,481.64930676964354,556.1208437725971
211,1699277141.3473034,489.6249616052562,549.2843097295939
212,1699277141.380822,498.240023222781,541.8559138705375
213,1699277141.4030657,504.68729304720614,535.3560674938632
214,1699277141.4394314,509.7831995981235,528.2222733428446
215,1699277141.4799228,513.6966632847216,521.9802034607033
216,1699277141.507198,514.9391258286769,517.0005351709725
217,1699277141.5475788,514.3899169182741,512.1611825603152
218,1699277141.58155,513.9093591216717,508.4088918831329
219,1699277141.605695,513.4888710496446,507.05420896916985
220,1699277141.647755,510.93912580480264,506.8331471337379
221,1699277141.6727266,505.9808259882932,505.1932894563064
222,1699277141.7039955,500.00595001248394,507.6155568456967
223,1699277141.738027,492.5961153518326,509.25289795427034
224,1699277141.7776341,484.476146387399,513.5784285671294
225,1699277141.8147259,475.734809907156,515.4346964248097
226,1699277141.838228,466.4497768505796,519.951787943137
227,1699277141.8727152,457.77991838062076,526.3149573073878
228,1699277141.912308,447.466519492134,532.8470162153928
229,1699277141.937762,437.8968409192537,539.0447106170402
230,1699277141.9773042,430.06882671343783,544.9498360756245
231,1699277142.011571,420.4920415560764,549.6346779947429
232,1699277142.0377789,412.6578090888397,555.6624861025429
233,1699277142.079549,405.8028556800075,565.2761039111535
234,1699277142.1136503,401.44113508364285,578.9915909222593
235,1699277142.1480038,398.7155386527329,599.1890706284055
236,1699277142.1803868,400.69427813932316,626.0225796569977
237,1699277142.213493,408.9711297355441,661.0733286284444
238,1699277142.2419524,419.4861021549648,701.8677339784603
239,1699277142.2708626,434.6867030219578,749.1342672311528
240,1699277142.31187,446.8963196896675,790.4924838272586
241,1699277142.3487048,460.3070070011863,826.6809233488514
242,1699277142.3840182,473.6777220351289,858.345807930245
243,1699277142.4170828,489.1952795080106,886.0525819389643
244,1699277142.4412277,503.864051387691,910.2960091965938
245,1699277142.4724963,518.8810449642297,931.5090080470195
246,1699277142.5016158,534.2027325255192,950.070382041142
247,1699277142.5436723,548.1546636871021,966.3115842859993
248,1699277142.5722628,563.0898761807598,980.5226362502494
249,1699277142.6114893,578.3400052945285,992.9573067189683
250,1699277142.6480646,589.5020500872579,1003.8376433790972
251,1699277142.6704984,603.0870210990779,1013.3579379567101
252,1699277142.7021902,613.3375070980569,1021.6881957121213
253,1699277142.7441041,622.8521368926181,1028.977171248106
254,1699277142.7798803,627.3592561446771,1031.49788198495
255,1699277142.8136342,625.8484400356833,1022.1320753082598
256,1699277142.8475182,618.526475940314,1003.8119944661559
257,1699277142.8706021,607.2106664477747,978.1390665864578
258,1699277142.9031413,591.3093331418029,947.9609689774363
259,1699277142.9384444,574.6683937718049,919.1444192838283
260,1699277142.9791343,556.2893900048748,892.0013668733498
261,1699277143.012381,535.8441253451745,863.4297674427524
262,1699277143.0481458,513.5908824043004,837.4653322266942
263,1699277143.0812805,490.3011130128539,812.8178799840716
264,1699277143.117684,468.28620115897434,788.3585021289198
265,1699277143.1516662,446.8413351050117,765.9922607913762
266,1699277143.1816454,430.25889548961254,749.7967996210257
267,1699277143.2027621,424.47653355341095,738.5186282398261
268,1699277143.2383897,424.3260577683254,725.2752282812763
269,1699277143.2774413,437.8307550927393,708.3836818889739
270,1699277143.3137214,462.7382743425105,687.817864509995
271,1699277143.348267,493.2596264133331,663.5549171605314
272,1699277143.3814802,525.4203549298484,642.3248382297508
273,1699277143.4031951,556.8337196545265,625.677090593889
274,1699277143.4454978,587.0476865158926,603.8781685553672
275,1699277143.4798608,614.0303620650425,577.5719689145177
276,1699277143.5133138,640.3674758978214,550.6969013716316
277,1699277143.5484235,662.8669959560482,522.3597887001777
278,1699277143.5806735,682.5540760069966,494.1898151126554
279,1699277143.603207,695.4166346879401,464.7196596521449
280,1699277143.6394584,700.6713735337657,442.30827362419825
281,1699277143.67393,700.9056336602268,424.1447394211735
282,1699277143.7036068,695.6560658163348,410.1802184220982
283,1699277143.7375884,686.699057589293,399.40769111933594
284,1699277143.769444,675.0434935724495,391.4281583008475
285,1699277143.8020835,663.2085114213478,385.41035279895584
286,1699277143.8385725,649.5801747664066,379.6626301276578
287,1699277143.8696973,637.655380193333,374.1512299331291
288,1699277143.9054782,622.3120940328029,369.32875476291656
289,1699277143.9479446,605.6139913696115,366.55551756040916
290,1699277143.9803371,591.5486060847738,365.57536357964375
291,1699277144.0118096,577.605030324177,365.19987170361685
292,1699277144.039186,564.3134924427459,364.8713163120933
293,1699277144.069625,554.8652149783118,367.9588303445102
294,1699277144.1052318,550.4161540151138,371.14254798001787
295,1699277144.1485205,550.8868620359517,378.26758662537276
296,1699277144.1832635,551.298731554185,387.8769954400583
297,1699277144.2042718,552.7500264735481,399.66022815290813
298,1699277144.2381063,557.8380913461729,411.41698534808035
299,1699277144.2796814,566.1083299279012,421.70414789385603
300,1699277144.3129072,576.6175159596407,436.49112940712405
301,1699277144.348309,591.8130537374129,453.2868810883764
302,1699277144.3840306,611.1091492929636,468.46530666661505
303,1699277144.4189928,634.538687449525,481.26428619043105
304,1699277144.4418893,661.5849878819708,492.46339327377
305,1699277144.47141,689.0686825785426,499.85189768597735
306,1699277144.5105898,718.026006347134,504.3882676180873
307,1699277144.5478354,747.7273010082877,504.98259130868354
308,1699277144.5831406,775.8977520186154,504.0561959665267
309,1699277144.6070576,802.7287148344703,501.79917147071086
310,1699277144.6378686,829.4785345710707,501.27070360830055
311,1699277144.6711266,855.6118995678687,498.39757994297725
312,1699277144.7054634,879.569503030976,494.4371681643908
313,1699277144.741089,901.0778606066494,488.56109357241337
314,1699277144.7798836,918.8067643944546,484.38381401871885
315,1699277144.8136435,935.9559188451478,483.1394086949504
316,1699277144.8430707,950.4159744440499,481.08626832236735
317,1699277144.870436,961.4321594567255,479.7719133535
318,1699277144.9126682,969.9804122519075,479.58613847002675
319,1699277144.946216,976.3692243567828,479.90572830413055
320,1699277144.9729984,979.7776167667304,480.6675122661142
321,1699277145.0116334,982.7599601254345,480.85193037570707
322,1699277145.0394342,981.5513287461189,481.4954390787437
323,1699277145.0706272,977.2210490164904,482.0585091939007
324,1699277145.1116924,969.6138724348837,479.65833840180596
325,1699277145.14861,957.5030474714323,478.04033181586595
326,1699277145.181316,939.8151665375033,474.696004624597
327,1699277145.2141497,912.88372526577,467.9125754750938
328,1699277145.2499955,878.9550777893669,457.63778925499275
329,1699277145.271155,837.8129657929687,441.8973513124044
330,1699277145.3055274,791.449981432484,422.33875382692526
331,1699277145.3479042,743.2460064806962,398.47498102713104
332,1699277145.381252,695.6129829433364,371.32632268445394
333,1699277145.4154184,646.8431782572375,347.0891037774686
334,1699277145.451031,603.0786900659919,323.4708229481422
335,1699277145.4738495,560.9665810804702,302.3226843653387
336,1699277145.5016072,521.391212990866,283.3359202482428
337,1699277145.5480845,486.7627659124623,265.75821593149817
338,1699277145.5830493,457.5537838097682,250.85986751148948
339,1699277145.6069672,432.54137901536546,237.82381264398188
340,1699277145.6485188,408.4737066384448,225.93512177776987
